key,ko,en,fr,it,de,es,ja,pt-BR,ru,zh-Hans
p,"헤헤, 전 다른 애들보다 힘이 좀 세거든요!","Hehe, I'm a bit stronger than the other kids!","Héhé, je suis un peu plus fort que les autres enfants !","Hehe, sono un po' più forte degli altri ragazzi!","Hehe, ich bin eben etwas stärker als die anderen Kinder!","Jeje, ¡soy un poco más fuerte que los demás chicos!",えへへ、僕は他の子たちよりちょっと力が強いんです！,"Hehe, eu sou um pouco mais forte que as outras crianças!","Хе-хе, я немного сильнее остальных детей!","嘿嘿, 我比其他孩子力气稍微大一点！"
l,"(피코의 움직임을 빤히 보다가 작게 혼잣말한다) ...그래, 그렇게 보이지.","(Stares closely at Pico's movements and mutters quietly) ...Yes, it certainly seems that way.","(Observe attentivement les mouvements de Pico et murmure) ...Oui, on dirait bien.","(Osserva attentamente i movimenti di Pico e mormora piano) ...Già, sembra proprio così.","(Beobachtet Picos Bewegungen aufmerksam und murmelt leise) ...Ja, so wirkt es.","(Observa atentamente los movimientos de Pico y murmura en voz baja) ...Sí, eso parece.",（ピコの動きをじっと見つめながら小さく呟く）...ええ、確かにそう見えますね。,"(Observa atentamente os movimentos de Pico e murmura baixinho) ...Sim, realmente parece isso.","(Внимательно наблюдает за движениями Пико и тихо бормочет) ...Да, похоже на то.","（盯着皮科的动作, 小声自言自语）……是啊, 看起来确实如此。"
p,"루나 누나, 연금술로 광석 찾는 걸 도와주실 수 있다고 들었어요!","Luna, I heard you can help find ores using alchemy!","Luna, j'ai entendu dire que tu pouvais aider à trouver des minerais grâce à l'alchimie !","Luna, ho sentito dire che puoi aiutare a trovare minerali con l'alchimia!","Luna, ich habe gehört, dass du mit Alchemie beim Finden von Erzen helfen kannst!","¡Luna, escuché que puedes ayudar a encontrar minerales usando alquimia!",ルナ姉ちゃん、錬金術で鉱石探しを手伝えるって聞きました！,"Luna, ouvi dizer que você pode ajudar a encontrar minérios usando alquimia!","Луна, я слышал, что ты можешь помогать искать руду с помощью алхимии!","露娜姐姐, 我听说你能用炼金术帮忙寻找矿石！"
l,맞아요. 지맥을 조절해서 광물이 더 많이 맺히게 할 수 있죠.,That's right. I can manipulate the ley lines so that more minerals form.,C'est exact. Je peux manipuler les lignes telluriques pour faire apparaître plus de minerais.,Esatto. Posso manipolare le vene della terra affinché si formino più minerali.,"Genau. Ich kann die Erdadern beeinflussen, damit mehr Mineralien entstehen.",Así es. Puedo manipular las vetas de energía para que se formen más minerales.,そうですよ。地脈を調整して、鉱物がもっと生成されるようにできるんです。,Isso mesmo. Posso manipular as linhas ley para fazer mais minerais surgirem.,"Верно. Я могу управлять потоками земли, чтобы образовывалось больше минералов.","没错。我可以调整地脉, 让矿物生成得更多。"
l,파내기 힘든 장애물들도 미리 연하게 녹여서 길을 터줄게요.,I'll also soften and dissolve tough obstacles in advance to clear the way.,Je peux aussi ramollir et dissoudre les obstacles difficiles à creuser pour ouvrir le passage.,Posso anche ammorbidire e dissolvere in anticipo gli ostacoli più duri per aprire la strada.,"Ich kann auch harte Hindernisse im Voraus aufweichen und auflösen, um den Weg freizumachen.",También puedo ablandar y disolver los obstáculos difíciles de excavar para despejar el camino.,掘り進めにくい障害物も、あらかじめ柔らかく溶かして道を作ってあげます。,Também posso amolecer e dissolver obstáculos difíceis antes para abrir caminho.,"Я также смогу заранее размягчать и растворять трудные препятствия, чтобы расчистить путь.","那些难以挖开的障碍物, 我也能提前软化溶解, 帮你开路。"
p,와! 역시 루나 누나는 모르는 게 없으시네요!,"Wow! Luna, you really know everything!","Waouh ! Luna, tu sais vraiment tout !","Wow! Luna, sai davvero tutto!","Wow! Luna, du weißt wirklich alles!","¡Guau! ¡Luna, de verdad lo sabes todo!",わあ！やっぱりルナ姉ちゃんは何でも知ってるんですね！,"Uau! Luna, você realmente sabe de tudo!","Ух ты! Луна, ты правда знаешь всё!",哇！露娜姐姐果然什么都懂！
l,"아는 게 많다고 꼭 좋은 건 아니랍니다. 자, 이제 돌아갈까요?","Knowing a lot isn't always a good thing. Now, shall we head back?","Savoir beaucoup de choses n'est pas toujours une bonne chose. Bon, rentrons maintenant.","Sapere molte cose non è sempre un bene. Ora, torniamo indietro?",Viel zu wissen ist nicht immer etwas Gutes. Sollen wir jetzt zurückgehen?,"Saber demasiado no siempre es algo bueno. Bien, ¿regresamos?",たくさん知っていることが、必ずしも良いこととは限りませんよ。さあ、戻りましょうか。,"Saber demais nem sempre é uma coisa boa. Bem, vamos voltar agora?","Знать слишком много — не всегда хорошо. Ну что, пойдём обратно?","知道得太多未必是好事。好了, 我们回去吧？"
T,**,**,**,**,**,**,**,**,**,**





T,********************************************12. 마을에서 루나와의 대화*******************************************
p,루나 누나! 연구실 재료는 제가 금방 모아올게요!,Luna! I'll gather the materials for the laboratory right away!,Luna ! Je vais tout de suite rassembler les matériaux pour le laboratoire !,Luna! Raccoglierò subito i materiali per il laboratorio!,Luna! Ich sammle sofort die Materialien für das Labor!,¡Luna! ¡Reuniré enseguida los materiales para el laboratorio!,ルナ姉ちゃん！研究室の材料なら僕がすぐ集めてきます！,Luna! Vou reunir os materiais para o laboratório agora mesmo!,Луна! Я сейчас же соберу материалы для лаборатории!,露娜姐姐！研究室的材料我马上就去收集！
l,(마을 사람들을 지켜보며) 다들 여전히... 변함이 없네요.,(Watching the villagers) Everyone is still... unchanged.,(En regardant les habitants du village) Ils sont tous encore... inchangés.,(Osservando gli abitanti del villaggio) Sono tutti ancora... immutati.,(Beobachtet die Dorfbewohner) Alle sind immer noch... unverändert.,(Observando a los aldeanos) Todos siguen... sin cambiar.,（村人たちを見つめながら）みんな相変わらず...変わっていませんね。,(Observando os moradores da vila) Todos continuam... iguais.,(Наблюдая за жителями деревни) Все по-прежнему... совсем не изменились.,（望着村民们）大家还是……一点都没变。
l,"마치 시간이 멈춘 것처럼, 어제와 똑같은 얼굴들이에요.","As if time has stopped, they all have the same faces as yesterday.","Comme si le temps s'était arrêté, ils ont tous les mêmes visages qu'hier.","Come se il tempo si fosse fermato, hanno tutti gli stessi volti di ieri.","Als wäre die Zeit stehen geblieben, haben sie alle noch dieselben Gesichter wie gestern.","Como si el tiempo se hubiera detenido, todos tienen las mismas caras de ayer.",まるで時間が止まったみたいに、昨日と同じ顔のままです。,"Como se o tempo tivesse parado, todos têm os mesmos rostos de ontem.","Словно время остановилось, у всех те же лица, что и вчера.","仿佛时间停止了一样, 大家还是和昨天一模一样的表情。"
p,네? 다들 오늘따라 더 기운 넘쳐 보이시는데요?,Huh? Everyone looks even more energetic today though.,"Hein ? Pourtant, tout le monde a l'air encore plus énergique aujourd'hui.",Eh? Però oggi sembrano tutti ancora più pieni di energia.,Hä? Heute wirken doch alle sogar noch energiegeladener.,¿Eh? Pero hoy todos se ven aún más animados.,え？みんな今日はいつもより元気そうに見えますけど？,Hã? Mas hoje todo mundo parece ainda mais animado.,А? Но сегодня все выглядят даже бодрее обычного.,诶？可是今天大家看起来比平时更有精神啊？
l,"피코, 당신 눈에는 그렇게 보이는군요.","Pico, that's how it looks to you.","Pico, c'est ainsi que tu les vois.","Pico, quindi è così che li vedi.","Pico, so sieht es für dich also aus.","Pico, así es como tú lo ves.",ピコ、あなたにはそう見えるんですね。,"Pico, então é assim que você vê as coisas.","Пико, значит, тебе это так видится.","皮科, 在你眼里是这样吗。"
l,연구실이 완성되면 광산의 환경을 당신에게 유리하게 바꿔둘게요.,"Once the laboratory is complete, I'll adjust the mine's environment to benefit you.","Une fois le laboratoire terminé, j'adapterai l'environnement de la mine à ton avantage.","Quando il laboratorio sarà completato, modificherò l'ambiente della miniera a tuo favore.","Sobald das Labor fertig ist, werde ich die Bedingungen der Mine zu deinem Vorteil verändern.","Cuando el laboratorio esté terminado, ajustaré el entorno de la mina para beneficiarte.",研究室が完成したら、鉱山の環境をあなたに有利なように整えておきます。,"Quando o laboratório estiver pronto, ajustarei o ambiente da mina para favorecer você.","Когда лаборатория будет готова, я изменю условия в шахте так, чтобы они были выгодны тебе.","等研究室完成后, 我会把矿山环境调整得更适合你。"
l,"매장량도 늘리고 장애물도 줄여서, 일을 빨리 끝낼 수 있게 말이에요.",I'll increase the amount of ore deposits and reduce obstacles so you can finish your work faster.,J'augmenterai aussi les gisements et réduirai les obstacles pour que tu puisses terminer ton travail plus vite.,"Aumenterò anche i giacimenti e ridurrò gli ostacoli, così potrai finire il lavoro più velocemente.","Ich werde die Erzvorkommen erhöhen und Hindernisse reduzieren, damit du deine Arbeit schneller beenden kannst.",También aumentaré los depósitos minerales y reduciré los obstáculos para que puedas terminar el trabajo más rápido.,鉱石の埋蔵量も増やして、障害物も減らして、もっと早く作業を終えられるようにします。,Também aumentarei os depósitos minerais e reduzirei os obstáculos para que você termine o trabalho mais rápido.,"Я увеличу количество залежей и уменьшу препятствия, чтобы ты мог быстрее закончить работу.","我会增加矿脉储量, 减少障碍物, 让你能更快完成工作。"
p,루나 누나가 도와주시면 촌장님도 저를 더 대견해하실 거예요!,"If you help me, Luna, the chief will be even prouder of me!","Si tu m'aides, Luna, le chef sera encore plus fier de moi !","Se mi aiuti, Luna, il capo sarà ancora più fiero di me!","Wenn du mir hilfst, Luna, wird der Dorfchef noch stolzer auf mich sein!","¡Si me ayudas, Luna, el jefe estará aún más orgulloso de mí!",ルナ姉ちゃんが手伝ってくれたら、村長さんももっと僕を褒めてくれますよ！,"Se você me ajudar, Luna, o chefe ficará ainda mais orgulhoso de mim!","Если ты поможешь мне, Луна, староста будет гордиться мной ещё больше!","如果露娜姐姐愿意帮我, 村长一定会更加为我骄傲的！"
